# Explicit integer Druzkowski matrix A (one-based sparse COO)
# dimension	212
# nonzeros	5415
# row	column	value
134	141	6
135	1	-6
135	2	-6
135	3	6
135	4	6
135	5	-24
135	6	-24
135	7	48
135	11	-12
135	12	-12
135	13	24
135	34	-18
135	35	6
135	36	-6
135	37	-6
135	60	-36
135	61	-12
135	83	6
135	84	6
135	85	6
135	86	6
135	113	6
135	114	-6
135	115	6
135	116	-6
135	121	6
135	122	6
135	123	6
135	124	6
135	148	24
135	161	-12
135	163	-12
135	195	24
135	209	-24
135	210	-24
135	211	48
136	1	-6
136	2	-6
136	3	6
136	4	6
136	5	-24
136	6	-24
136	7	48
136	11	12
136	12	12
136	13	-24
136	34	18
136	35	-6
136	36	6
136	37	6
136	60	36
136	61	12
136	83	-6
136	84	-6
136	85	-6
136	86	-6
136	113	-6
136	114	6
136	115	-6
136	116	6
136	121	-6
136	122	-6
136	123	-6
136	124	-6
136	148	-24
136	161	12
136	163	12
136	195	-24
136	209	24
136	210	24
136	211	-48
137	11	-12
137	12	-12
137	13	24
137	34	-18
137	35	6
137	36	-6
137	37	-6
137	60	-36
137	61	-12
137	83	6
137	84	6
137	85	6
137	86	6
137	113	6
137	114	-6
137	115	6
137	116	-6
137	121	6
137	122	6
137	123	6
137	124	6
137	148	24
137	161	-12
137	163	-12
137	195	24
137	209	-24
137	210	-24
137	211	48
138	11	-24
138	12	-24
138	18	-6
138	19	-6
138	20	6
138	21	6
138	22	-6
138	23	-6
138	24	6
138	25	6
138	26	-6
138	27	-6
138	28	6
138	29	6
138	30	-12
138	31	-12
138	32	12
138	33	12
138	34	6
138	35	6
138	36	-30
138	37	-30
138	38	-24
138	39	-24
138	40	48
138	60	96
138	61	-96
138	62	-240
138	63	-6
138	64	-6
138	65	6
138	66	6
138	67	-6
138	68	-6
138	69	6
138	70	6
138	71	-6
138	72	-6
138	73	6
138	74	6
138	75	-6
138	76	-6
138	77	6
138	78	6
138	79	-6
138	80	-6
138	81	6
138	82	6
138	83	-42
138	84	-42
138	85	42
138	86	42
138	87	-24
138	88	-24
138	89	48
138	121	12
138	122	12
138	123	12
138	124	12
138	148	48
138	206	-24
138	207	-24
138	208	48
138	212	-36
139	11	24
139	12	24
139	18	-6
139	19	-6
139	20	6
139	21	6
139	22	-6
139	23	-6
139	24	6
139	25	6
139	26	-6
139	27	-6
139	28	6
139	29	6
139	30	-12
139	31	-12
139	32	12
139	33	12
139	34	30
139	35	30
139	36	-6
139	37	-6
139	38	-24
139	39	-24
139	40	48
139	60	-96
139	61	96
139	62	240
139	63	6
139	64	6
139	65	-6
139	66	-6
139	67	6
139	68	6
139	69	-6
139	70	-6
139	71	6
139	72	6
139	73	-6
139	74	-6
139	75	6
139	76	6
139	77	-6
139	78	-6
139	79	6
139	80	6
139	81	-6
139	82	-6
139	83	42
139	84	42
139	85	-42
139	86	-42
139	87	24
139	88	24
139	89	-48
139	121	-12
139	122	-12
139	123	-12
139	124	-12
139	148	-48
139	206	24
139	207	24
139	208	-48
139	212	36
140	11	24
140	12	24
140	18	-6
140	19	-6
140	20	6
140	21	6
140	22	-6
140	23	-6
140	24	6
140	25	6
140	26	-6
140	27	-6
140	28	6
140	29	6
140	30	-12
140	31	-12
140	32	12
140	33	12
140	34	30
140	35	30
140	36	-6
140	37	-6
140	38	-24
140	39	-24
140	40	48
140	60	96
140	61	-96
140	62	-144
140	63	-6
140	64	-6
140	65	6
140	66	6
140	67	-6
140	68	-6
140	69	6
140	70	6
140	71	-6
140	72	-6
140	73	6
140	74	6
140	75	-6
140	76	-6
140	77	6
140	78	6
140	79	-6
140	80	-6
140	81	6
140	82	6
140	83	-42
140	84	-42
140	85	42
140	86	42
140	87	-24
140	88	-24
140	89	48
140	121	-12
140	122	-12
140	123	-12
140	124	-12
140	148	-48
140	206	24
140	207	24
140	208	-48
140	212	-36
141	11	-24
141	12	-24
141	18	-6
141	19	-6
141	20	6
141	21	6
141	22	-6
141	23	-6
141	24	6
141	25	6
141	26	-6
141	27	-6
141	28	6
141	29	6
141	30	-12
141	31	-12
141	32	12
141	33	12
141	34	6
141	35	6
141	36	-30
141	37	-30
141	38	-24
141	39	-24
141	40	48
141	60	-96
141	61	96
141	62	144
141	63	6
141	64	6
141	65	-6
141	66	-6
141	67	6
141	68	6
141	69	-6
141	70	-6
141	71	6
141	72	6
141	73	-6
141	74	-6
141	75	6
141	76	6
141	77	-6
141	78	-6
141	79	6
141	80	6
141	81	-6
141	82	-6
141	83	42
141	84	42
141	85	-42
141	86	-42
141	87	24
141	88	24
141	89	-48
141	121	12
141	122	12
141	123	12
141	124	12
141	148	48
141	206	-24
141	207	-24
141	208	48
141	212	36
142	11	72
142	12	-72
142	13	-144
142	212	144
143	11	72
143	12	-72
143	13	-144
143	212	-144
144	11	72
144	12	-72
144	13	-144
145	90	-48
145	91	48
145	92	96
145	93	-12
145	94	-12
145	95	12
145	96	12
145	97	-12
145	98	-12
145	99	12
145	100	12
145	101	12
145	102	12
145	103	-12
145	104	-12
145	105	12
145	106	12
145	107	-12
145	108	-12
145	109	12
145	110	12
145	111	-12
145	112	-12
145	113	36
145	114	36
145	115	-36
145	116	-36
145	117	-36
145	118	-36
145	119	36
145	120	36
145	121	-30
145	122	-30
145	123	30
145	124	30
145	212	144
146	90	-48
146	91	48
146	92	96
146	93	-12
146	94	-12
146	95	12
146	96	12
146	97	-12
146	98	-12
146	99	12
146	100	12
146	101	12
146	102	12
146	103	-12
146	104	-12
146	105	12
146	106	12
146	107	-12
146	108	-12
146	109	12
146	110	12
146	111	-12
146	112	-12
146	113	36
146	114	36
146	115	-36
146	116	-36
146	117	-36
146	118	-36
146	119	36
146	120	36
146	121	-30
146	122	-30
146	123	30
146	124	30
146	212	-144
147	90	-48
147	91	48
147	92	96
147	93	-12
147	94	-12
147	95	12
147	96	12
147	97	-12
147	98	-12
147	99	12
147	100	12
147	101	12
147	102	12
147	103	-12
147	104	-12
147	105	12
147	106	12
147	107	-12
147	108	-12
147	109	12
147	110	12
147	111	-12
147	112	-12
147	113	36
147	114	36
147	115	-36
147	116	-36
147	117	-36
147	118	-36
147	119	36
147	120	36
147	121	-30
147	122	-30
147	123	30
147	124	30
148	1	-6
148	2	-6
148	3	6
148	4	6
148	5	-24
148	6	-24
148	7	48
148	212	144
149	212	144
150	212	-144
152	212	144
153	212	-144
155	212	144
156	212	-144
158	11	12
158	12	-12
158	13	-24
158	60	12
158	61	12
158	83	-6
158	84	-6
158	85	-6
158	86	-6
158	121	-6
158	122	6
158	123	-6
158	124	6
158	161	12
158	162	12
158	212	144
159	11	12
159	12	-12
159	13	-24
159	60	12
159	61	12
159	83	-6
159	84	-6
159	85	-6
159	86	-6
159	121	-6
159	122	6
159	123	-6
159	124	6
159	161	12
159	162	12
159	212	-144
160	11	12
160	12	-12
160	13	-24
160	60	12
160	61	12
160	83	-6
160	84	-6
160	85	-6
160	86	-6
160	121	-6
160	122	6
160	123	-6
160	124	6
160	161	12
160	162	12
161	18	-6
161	19	-6
161	20	6
161	21	6
161	22	-6
161	23	-6
161	24	6
161	25	6
161	26	-6
161	27	-6
161	28	6
161	29	6
161	30	-12
161	31	-12
161	32	12
161	33	12
161	34	18
161	35	18
161	36	-18
161	37	-18
161	38	-24
161	39	-24
161	40	48
161	60	96
161	61	-96
161	62	-192
161	63	-6
161	64	-6
161	65	6
161	66	6
161	67	-6
161	68	-6
161	69	6
161	70	6
161	71	-6
161	72	-6
161	73	6
161	74	6
161	75	-6
161	76	-6
161	77	6
161	78	6
161	79	-6
161	80	-6
161	81	6
161	82	6
161	83	-42
161	84	-42
161	85	42
161	86	42
161	87	-24
161	88	-24
161	89	48
161	125	-24
161	126	-24
161	127	48
161	212	-36
162	18	-6
162	19	-6
162	20	6
162	21	6
162	22	-6
162	23	-6
162	24	6
162	25	6
162	26	-6
162	27	-6
162	28	6
162	29	6
162	30	-12
162	31	-12
162	32	12
162	33	12
162	34	18
162	35	18
162	36	-18
162	37	-18
162	38	-24
162	39	-24
162	40	48
162	60	-96
162	61	96
162	62	192
162	63	6
162	64	6
162	65	-6
162	66	-6
162	67	6
162	68	6
162	69	-6
162	70	-6
162	71	6
162	72	6
162	73	-6
162	74	-6
162	75	6
162	76	6
162	77	-6
162	78	-6
162	79	6
162	80	6
162	81	-6
162	82	-6
162	83	42
162	84	42
162	85	-42
162	86	-42
162	87	24
162	88	24
162	89	-48
162	125	24
162	126	24
162	127	-48
162	212	36
163	18	-6
163	19	-6
163	20	6
163	21	6
163	22	-6
163	23	-6
163	24	6
163	25	6
163	26	-6
163	27	-6
163	28	6
163	29	6
163	30	-12
163	31	-12
163	32	12
163	33	12
163	34	18
163	35	18
163	36	-18
163	37	-18
163	38	-24
163	39	-24
163	40	48
163	60	96
163	61	-96
163	62	-192
163	63	-6
163	64	-6
163	65	6
163	66	6
163	67	-6
163	68	-6
163	69	6
163	70	6
163	71	-6
163	72	-6
163	73	6
163	74	6
163	75	-6
163	76	-6
163	77	6
163	78	6
163	79	-6
163	80	-6
163	81	6
163	82	6
163	83	-42
163	84	-42
163	85	42
163	86	42
163	87	-24
163	88	-24
163	89	48
163	125	24
163	126	24
163	127	-48
163	212	-36
164	212	144
165	212	-144
167	18	-6
167	19	-6
167	20	6
167	21	6
167	22	-6
167	23	-6
167	24	6
167	25	6
167	26	-6
167	27	-6
167	28	6
167	29	6
167	30	-12
167	31	-12
167	32	12
167	33	12
167	34	18
167	35	18
167	36	-18
167	37	-18
167	38	-24
167	39	-24
167	40	48
167	60	-120
167	61	120
167	62	240
167	63	12
167	64	12
167	65	-12
167	66	-12
167	67	12
167	68	12
167	69	-12
167	70	-12
167	71	12
167	72	12
167	73	-12
167	74	-12
167	75	12
167	76	12
167	77	-12
167	78	-12
167	79	12
167	80	12
167	81	-12
167	82	-12
167	83	84
167	84	84
167	85	-84
167	86	-84
167	145	-24
167	146	-24
167	147	48
167	212	216
168	18	-6
168	19	-6
168	20	6
168	21	6
168	22	-6
168	23	-6
168	24	6
168	25	6
168	26	-6
168	27	-6
168	28	6
168	29	6
168	30	-12
168	31	-12
168	32	12
168	33	12
168	34	18
168	35	18
168	36	-18
168	37	-18
168	38	-24
168	39	-24
168	40	48
168	60	120
168	61	-120
168	62	-240
168	63	-12
168	64	-12
168	65	12
168	66	12
168	67	-12
168	68	-12
168	69	12
168	70	12
168	71	-12
168	72	-12
168	73	12
168	74	12
168	75	-12
168	76	-12
168	77	12
168	78	12
168	79	-12
168	80	-12
168	81	12
168	82	12
168	83	-84
168	84	-84
168	85	84
168	86	84
168	145	24
168	146	24
168	147	-48
168	212	-216
169	18	-6
169	19	-6
169	20	6
169	21	6
169	22	-6
169	23	-6
169	24	6
169	25	6
169	26	-6
169	27	-6
169	28	6
169	29	6
169	30	-12
169	31	-12
169	32	12
169	33	12
169	34	18
169	35	18
169	36	-18
169	37	-18
169	38	-24
169	39	-24
169	40	48
169	60	-120
169	61	120
169	62	240
169	63	12
169	64	12
169	65	-12
169	66	-12
169	67	12
169	68	12
169	69	-12
169	70	-12
169	71	12
169	72	12
169	73	-12
169	74	-12
169	75	12
169	76	12
169	77	-12
169	78	-12
169	79	12
169	80	12
169	81	-12
169	82	-12
169	83	84
169	84	84
169	85	-84
169	86	-84
169	145	-24
169	146	-24
169	147	48
169	212	-72
170	212	144
171	212	-144
173	1	-6
173	2	-6
173	3	6
173	4	6
173	5	-24
173	6	-24
173	7	48
173	18	-6
173	19	-6
173	20	6
173	21	6
173	22	-6
173	23	-6
173	24	6
173	25	6
173	26	-6
173	27	-6
173	28	6
173	29	6
173	30	-12
173	31	-12
173	32	12
173	33	12
173	34	18
173	35	18
173	36	-18
173	37	-18
173	38	-24
173	39	-24
173	40	48
173	212	144
174	212	144
175	212	-144
177	212	144
178	212	-144
180	212	144
181	212	-144
183	18	36
183	19	36
183	20	-36
183	21	-36
183	22	36
183	23	36
183	24	-36
183	25	-36
183	26	36
183	27	36
183	28	-36
183	29	-36
183	30	72
183	31	72
183	32	-72
183	33	-72
183	34	-90
183	35	-90
183	36	90
183	37	90
183	38	-24
183	39	-24
183	40	48
183	128	-6
183	129	-6
183	130	6
183	131	6
183	132	-24
183	133	-24
183	134	48
183	212	144
184	18	-48
184	19	-48
184	20	48
184	21	48
184	22	-48
184	23	-48
184	24	48
184	25	48
184	26	-48
184	27	-48
184	28	48
184	29	48
184	30	-96
184	31	-96
184	32	96
184	33	96
184	34	126
184	35	126
184	36	-126
184	37	-126
184	38	-24
184	39	-24
184	40	48
184	128	6
184	129	6
184	130	-6
184	131	-6
184	132	24
184	133	24
184	134	-48
184	212	-144
185	18	36
185	19	36
185	20	-36
185	21	-36
185	22	36
185	23	36
185	24	-36
185	25	-36
185	26	36
185	27	36
185	28	-36
185	29	-36
185	30	72
185	31	72
185	32	-72
185	33	-72
185	34	-90
185	35	-90
185	36	90
185	37	90
185	38	-24
185	39	-24
185	40	48
185	128	-6
185	129	-6
185	130	6
185	131	6
185	132	-24
185	133	-24
185	134	48
185	212	-144
186	212	144
187	212	-144
189	212	144
190	212	-144
192	212	144
193	212	-144
195	18	-6
195	19	-6
195	20	6
195	21	6
195	22	-6
195	23	-6
195	24	6
195	25	6
195	26	-6
195	27	-6
195	28	6
195	29	6
195	30	-12
195	31	-12
195	32	12
195	33	12
195	34	18
195	35	18
195	36	-18
195	37	-18
195	38	-24
195	39	-24
195	40	48
195	60	96
195	61	-96
195	62	-192
195	63	-6
195	64	-6
195	65	6
195	66	6
195	67	-6
195	68	-6
195	69	6
195	70	6
195	71	-6
195	72	-6
195	73	6
195	74	6
195	75	-6
195	76	-6
195	77	6
195	78	6
195	79	-6
195	80	-6
195	81	6
195	82	6
195	83	-42
195	84	-42
195	85	42
195	86	42
195	87	-24
195	88	-24
195	89	48
195	212	108
196	212	144
197	212	-144
199	11	24
199	12	24
199	34	12
199	35	12
199	36	12
199	37	12
199	62	48
199	121	-12
199	122	-12
199	123	-12
199	124	-12
199	125	-24
199	126	-24
199	127	48
199	148	-48
199	155	-24
199	156	-24
199	157	48
199	212	144
200	11	-24
200	12	-24
200	34	-12
200	35	-12
200	36	-12
200	37	-12
200	62	-48
200	121	12
200	122	12
200	123	12
200	124	12
200	125	-24
200	126	-24
200	127	48
200	148	48
200	155	24
200	156	24
200	157	-48
200	212	-144
201	11	24
201	12	24
201	34	12
201	35	12
201	36	12
201	37	12
201	62	48
201	121	-12
201	122	-12
201	123	-12
201	124	-12
201	125	-24
201	126	-24
201	127	48
201	148	-48
201	155	-24
201	156	-24
201	157	48
201	212	-144
202	11	-24
202	12	-24
202	34	-12
202	35	-12
202	36	-12
202	37	-12
202	62	-48
202	121	12
202	122	12
202	123	12
202	124	12
202	125	-24
202	126	-24
202	127	48
202	148	48
202	155	24
202	156	24
202	157	-48
202	212	144
203	212	144
204	212	-144
206	212	144
207	212	-144
209	212	144
210	212	-144
